loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_plx
1,11 Com b,11 Com,b,2,1,Radial Velocity,2007,0,326.03,1.29,12.1,1.08,6165.6,19.4,Msini,0.231,,,,G8 III,4742,19,2.7,2.243,93.1846,10.7104
2,11 UMi b,11 UMi,b,1,1,Radial Velocity,2009,0,516.21997,1.53,12.3,1.09,4684.8142,14.74,Msini,0.08,,,,K4 III,4213,29.79,2.78,2.43,125.321,7.95388
3,14 And b,14 And,b,1,1,Radial Velocity,2008,0,185.84,0.83,12.9,1.15,1525.5,4.8,Msini,0,,,,K0 III,4813,11,2.2,1.763,75.4392,13.2289
4,14 Her b,14 Her,b,1,2,Radial Velocity,2002,0,1773.40002,2.93,12.9,1.15,1481.0878,4.66,Msini,0.37,,,,K0 V,5338,0.93,0.9,-0.153,17.9323,55.7363
5,16 Cyg B b,16 Cyg B,b,3,1,Radial Velocity,1996,0,798.5,1.66,13.5,1.2,565.7374,1.78,Msini,0.68,,,,G3 V,5750,1.13,1.08,0.097,21.1397,47.2754
6,17 Sco b,17 Sco,b,1,1,Radial Velocity,2020,0,578.38,1.45,12.9,1.15,1373.01872,4.32,Msini,0.06,,,,K3 III,4157,25.92,1.22,2.254,124.953,7.9805
7,18 Del b,18 Del,b,2,1,Radial Velocity,2008,0,993.3,2.6,12.5,1.11,3273.5,10.3,Msini,0.08,,,,G6 III,4979,8.5,2.3,1.602,76.222,13.0922
8,1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,1,1,Imaging,2008,0,,330,18.647,1.664,3000,8,Mass,,,1700,,K7 V,4060,1.31,0.85,-0.37,139.135,7.15949
9,24 Boo b,24 Boo,b,1,1,Radial Velocity,2018,0,30.3506,0.19,13.9,1.24,289.2253,0.91,Msini,0.042,,,,G3 IV,4893,10.64,0.99,1.774,95.9863,10.39
10,24 Sex b,24 Sex,b,1,2,Radial Velocity,2010,0,452.8,1.333,13.4,1.19,632.46,1.99,Msini,0.09,,,,K0 IV,5098,4.9,1.54,1.164,72.0691,13.8488
11,24 Sex c,24 Sex,c,1,2,Radial Velocity,2010,0,883,2.08,13.9,1.24,273.32,0.86,Msini,0.29,,,,K0 IV,5098,4.9,1.54,1.164,72.0691,13.8488
12,2M0437 b,2MASS J04372171+2651014,b,1,1,Imaging,2021,0,,118,13,1.16,1271.31363,4,Mass,,,1450,,M V,3100,0.84,0.17,-1.164,128.484,7.75524
13,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,b,2,1,Imaging,2013,0,,84,12.3,1.1,4131.79,13,Mass,,,,,M5.5/M6,,,0.19,,47.2,
14,2MASS J01225093-2439505 b,2MASS J01225093-2439505,b,1,1,Imaging,2013,0,,52,11.209,1,7786.5,24.5,Mass,,,1600,,M3.5 V,3530,0.37,0.4,-1.72,33.8281,29.5326
15,2MASS J02192210-3925225 b,2MASS J02192210-3925225,b,1,1,Imaging,2015,0,,156,16.141,1.44,4417.837,13.9,Mass,,,,,M6,3064,0.28,0.11,-2.23,40.0896412,24.9440995
16,2MASS J04414489+2301513 b,2MASS J04414489+2301513,b,1,1,Imaging,2010,0,,15,12.6,1.13,2383.6,7.5,Mass,,,,,M8.5,2936,0.23,0.02,-2.444,120.423987,8.3039935
17,2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,1,1,Imaging,2004,0,,55,12.9,1.15,1589.15,5,Mass,,,1250,,M8,2825,0.22,0.02,-2.561,64.308,15.5242
18,2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,2,1,Eclipse Timing Variations,2015,0,416,0.92,13.4,1.2,603.877,1.9,Mass,,,,,,10868,0.34,0.48,0.168,396.332,2.49522
19,2MASS J21402931+1625183 A b,2MASS J21402931+1625183 A,b,1,1,Imaging,2009,0,7336.5,,10.31,0.92,6657.48,20.95,Mass,0.26,,2075,46.2,M8.5,2300,0.12,0.08,-3.48,33.1156898,30.1971665
20,2MASS J22362452+4751425 b,2MASS J22362452+4751425,b,1,1,Imaging,2016,0,,230,12.3,1.1,3972.875,12.5,Mass,,,,,K7 V,4045,0.64,0.6,-1.021,69.5737,14.3444
21,30 Ari B b,30 Ari B,b,4,1,Radial Velocity,2009,0,335.10001,0.99,12.3,1.1,4392.4106,13.82,Msini,0.29,,,,F6 V,6331,1.41,1.93,0.381,44.657,22.3641
22,4 UMa b,4 UMa,b,1,1,Radial Velocity,2006,0,269.3,0.87,12.7,1.13,2256.5,7.1,Msini,0.432,,,,K1 III,4415,18.11,1.23,2.062,73.4603,13.5901
23,42 Dra b,42 Dra,b,2,1,Radial Velocity,2008,0,479.1,1.19,13,1.16,1233.13,3.88,Msini,0.38,,,,K1.5 III,4200,22.03,0.98,2.155,90.6545,11.0061
24,47 UMa b,47 UMa,b,1,3,Radial Velocity,1996,0,1078,2.1,13.2,1.18,804.08,2.53,Msini,0.032,,,,G0 V,5872,1.21,1.06,0.198,13.7967,72.4528
25,47 UMa c,47 UMa,c,1,3,Radial Velocity,2001,0,2391,3.6,14.2,1.27,171.621,0.54,Msini,0.098,,,,G1 V,5872,1.21,1.06,0.198,13.7967,72.4528
26,47 UMa d,47 UMa,d,1,3,Radial Velocity,2009,0,14002,11.6,13.5,1.2,521.22,1.64,Msini,0.16,,,,G0V,5872,1.21,1.06,0.198,13.7967,72.4528
27,51 Eri b,51 Eri,b,3,1,Imaging,2015,0,11688,13.2,13.4,1.19,635.66,2,Mass,0.45,,700,133,F0 IV,7295,1.49,1.75,0.85,29.7575,33.577
28,51 Peg b,51 Peg,b,1,1,Radial Velocity,1995,0,4.230785,0.0527,14.3,1.27,146.2018,0.46,Mass,0.013,,,80,G5V,5758,1.18,1.03,0.136,15.4614,64.6488
29,55 Cnc b,55 Cnc,b,2,5,Radial Velocity,1996,0,14.6516,0.1134,13.9,1.24,263.9785,0.8306,Mass,0,,700,89.73,K0 IV-V,5172,0.94,0.91,-0.197,12.5855,79.4274
30,55 Cnc c,55 Cnc,c,2,5,Radial Velocity,2004,0,44.3989,0.2373,8.51,0.76,54.4738,0.1714,Mass,0.03,,,89.73,G8V,5172,0.94,0.91,-0.197,12.5855,79.4274
31,55 Cnc d,55 Cnc,d,2,5,Radial Velocity,2002,0,5574.2,5.957,13,1.16,1232.493,3.878,Mass,0.13,,,89.73,G8 V,5172,0.94,0.91,-0.197,12.5855,79.4274
32,55 Cnc e,55 Cnc,e,2,5,Radial Velocity,2004,0,0.7365474,0.01544,1.875,0.167,7.99,0.02514,Mass,0.05,,1958,83.59,G8 V,5172,0.94,0.91,-0.197,12.5855,79.4274
33,55 Cnc f,55 Cnc,f,2,5,Radial Velocity,2007,0,259.88,0.7708,7.59,0.677,44.812,0.141,Mass,0.08,,,89.73,G8V,5172,0.94,0.91,-0.197,12.5855,79.4274
34,6 Lyn b,6 Lyn,b,1,1,Radial Velocity,2008,0,934.3,2.11,13.4,1.19,638.8383,2.01,Msini,0.073,,,,K0 IV,4938,5.2,1.44,1.176,54.6599,18.2668
35,61 Vir b,61 Vir,b,1,3,Radial Velocity,2009,0,4.215,0.050201,2.11,0.188,5.1,0.016,Msini,0.12,,,,G5 V,5577,0.96,0.94,-0.095,8.50332,117.573
36,61 Vir c,61 Vir,c,1,3,Radial Velocity,2009,0,38.021,0.2175,4.46,0.398,18.2,0.057,Msini,0.14,,,,G5 V,5577,0.96,0.94,-0.095,8.50332,117.573
37,61 Vir d,61 Vir,d,1,3,Radial Velocity,2009,0,123.01,0.476,5.11,0.456,22.9,0.072,Msini,0.35,,,,G5 V,5577,0.96,0.94,-0.095,8.50332,117.573
38,7 CMa b,7 CMa,b,1,2,Radial Velocity,2011,0,735.1,1.758,13.4,1.2,587.9855,1.85,Msin(i)/sin(i),0.06,,,90,K1 III,4826,4.87,1.34,1.063,19.8101,50.4571
39,7 CMa c,7 CMa,c,1,2,Radial Velocity,2019,0,996,2.153,13.9,1.24,276.5121,0.87,Msin(i)/sin(i),0.08,,,90,K1III(+M),4826,4.87,1.34,1.063,19.8101,50.4571
40,70 Vir b,70 Vir,b,1,1,Radial Velocity,1996,0,116.688,0.481,12.6,1.13,2380.45,7.49,Mass,0.3988,,,,G5V,5495,1.89,1.09,0.451,17.9011,55.8347
41,75 Cet b,75 Cet,b,2,1,Radial Velocity,2012,0,691.9,2.1,13.1,1.17,953.49,3,Msini,0.117,,,,G3 III,4846,10.5,2.49,1.73,82.9613,12.0264
42,8 UMi b,8 UMi,b,1,1,Radial Velocity,2015,0,93.4,0.49,13.6,1.22,416.3573,1.31,Msini,0.06,,,,K0,4847,10.3,1.44,1.725,162.552,6.12304
43,81 Cet b,81 Cet,b,1,1,Radial Velocity,2008,0,952.7,2.5,12.8,1.14,1684.4,5.3,Msini,0.206,,,,G5 III,4785,11,2.4,1.778,101.26,9.84895
44,91 Aqr b,91 Aqr,b,3,1,Radial Velocity,2013,0,181.4,0.7,13.1,1.17,1017,3.2,Msini,0.027,,,,K0 III,4665,11,1.4,1.692,44.0304,22.6884
45,AB Pic b,AB Pic,b,1,1,Imaging,2005,0,,260,12.3,1.1,4290.5,13.5,Mass,,,,,K2 V,5285,1,0.9,-0.226,50.0475,19.9521
46,AU Mic b,AU Mic,b,1,2,Transit,2020,0,8.463,0.0645,4.07,0.363,17,0.05349,Mass,0,,593,89.5,M1,3700,0.75,0.5,-1.046,9.7221,102.829
47,AU Mic c,AU Mic,c,1,2,Transit,2021,0,18.859019,0.1101,3.24,0.289,13.6,0.04279,Mass,0,,454,89,M1,3700,0.75,0.5,-1.065,9.7221,102.829
48,BD+03 2562 b,BD+03 2562,b,1,1,Radial Velocity,2017,0,481.9,1.3,12.7,1.13,2034.112,6.4,Msini,0.2,,,,,4095,32.35,1.14,2.7,1070.63,0.903403
49,BD+14 4559 b,BD+14 4559,b,1,1,Radial Velocity,2009,0,268.94,0.78,13.8,1.23,330.5432,1.04,Msini,0.29,,,,K2 V,4864,0.86,0.49,-0.32,49.352,20.2337
50,BD+15 2375 b,BD+15 2375,b,1,1,Radial Velocity,2016,0,153.22,0.576,13.8,1.23,337.21763,1.061,Msini,0.001,,,,G5,4649,8.95,1.08,1.57,768.045,1.27327
51,BD+15 2940 b,BD+15 2940,b,1,1,Radial Velocity,2013,0,137.48,0.539,13.7,1.23,352.78,1.11,Msini,0.26,,,,K0,4796,14.7,1.1,2.01,426.42,2.31689
52,BD+20 2457 b,BD+20 2457,b,1,2,Radial Velocity,2009,0,379.63,1.05,11.6,1.03,17668.1697,55.59,Msini,0.15,,,,K2 II,4259,71.02,10.83,3.17,1539.71,0.598497
53,BD+20 2457 c,BD+20 2457,c,1,2,Radial Velocity,2009,0,621.99,2.01,12.4,1.1,3963.17,12.47,Msini,0.18,,,,K2 II,4137,49,2.8,3.17,1539.71,0.598497
54,BD+20 274 b,BD+20 274,b,1,1,Radial Velocity,2012,0,578.2,1.3,13,1.16,1334.886,4.2,Msini,0.21,,,,K5 III,4296,17.3,0.8,1.96,1322.51,0.722619
55,BD+20 594 b,BD+20 594,b,1,1,Transit,2016,0,41.6855,0.241,2.578,0.23,22.2481,0.07,Mass,0,,546,89.55,G,5766,1.08,1.67,-0.056,179.461,5.54366
56,BD+45 564 b,BD+45 564,b,1,1,Radial Velocity,2021,0,307.88,0.83,13.6,1.21,432.24663,1.36,Msini,0.12,,,2.579,K1,5004,0.81,0.81,-0.399,53.622,18.6205
57,BD+48 738 b,BD+48 738,b,1,1,Radial Velocity,2011,0,392.6,1,13.9,1.24,289.2253,0.91,Msini,0.2,,,,K0 III,4414,11,0.74,1.69,871.493,1.12086
58,BD+48 740 b,BD+48 740,b,1,1,Radial Velocity,2018,0,733,1.7,13.5,1.2,540.311,1.7,Msini,0.76,,,,K3 III,4534,10.33,1.09,1.64,666.589,1.47289
59,BD+49 828 b,BD+49 828,b,1,1,Radial Velocity,2015,0,2590,4.2,13.5,1.21,508.5,1.6,Msini,0.35,,,,K0,4943,7.6,1.52,1.47,442.042,2.2342
60,BD+55 362 b,BD+55 362,b,1,1,Radial Velocity,2021,0,265.59,0.78,14,1.25,228.83645,0.72,Msini,0.27,,,0.601,K3,5012,0.9,0.91,-0.313,52.5697,18.9935
61,BD+60 1417 b,BD+60 1417,b,1,1,Imaging,2021,0,,1662,14.684,1.31,4767.4261,15,Mass,,,1303,,K0,4993,0.8,1,0.356,44.9543,22.2159
62,BD+63 1405 b,BD+63 1405,b,1,1,Radial Velocity,2021,0,1198.48,2.06,13,1.16,1258.60049,3.96,Msini,0.88,,,5.974,K0,5000,0.8,0.82,-0.413,38.0473,26.2541
63,BD-00 4475 b,BD-00 4475,b,1,1,Radial Velocity,2021,0,723.2,1.48,12,1.07,7961.6016,25.05,Msini,0.39,,,13.31,G0,5040,0.84,0.81,-0.35,42.6402,23.4239
64,BD-06 1339 b,BD-06 1339,b,1,2,Radial Velocity,2013,0,3.8728,0.0428,2.85,0.254,8.5,0.027,Msini,0,,,,K7/M0 V,4324,0.69,0.7,-1.022,20.2695,49.3062
65,BD-06 1339 c,BD-06 1339,c,1,2,Radial Velocity,2013,0,125.94,0.435,8.38,0.747,53,0.17,Msini,0.31,,,,K7/M0 V,4324,0.69,0.7,-1.022,20.2695,49.3062
66,BD-08 2823 b,BD-08 2823,b,1,2,Radial Velocity,2009,0,5.6,0.06,3.61,0.322,12.7132,0.04,Msini,0.15,,,,K3 V,4816,0.71,0.5,-0.626,41.3342,24.1641
67,BD-08 2823 c,BD-08 2823,c,1,2,Radial Velocity,2009,0,237.6,0.68,12.5,1.11,104,0.33,Msini,0.19,,,,K3 V,4746,0.72,0.74,-0.626,41.3342,24.1641
68,BD-10 3166 b,BD-10 3166,b,1,1,Radial Velocity,2000,0,3.48777,0.04,14.1,1.26,187.5197,0.59,Msini,0.02,,,,K0 V,5393,0.91,1.47,-0.191,84.4069,11.8187
69,BD-11 4672 b,BD-11 4672,b,1,2,Radial Velocity,2014,0,1634,2.36,14.1,1.25,206.5895,0.65,Msini,0.05,,,,K7 V,4550,0.64,0.65,-0.804,27.1665,36.7812
70,BD-11 4672 c,BD-11 4672,c,1,2,Radial Velocity,2020,0,74.2,0.3,4.04,0.36,15.37,0.04836,Msini,0.4,,,,K7V,4550,0.64,0.65,-0.804,27.1665,36.7812
71,BD-13 2130 b,BD-13 2130,b,1,1,Radial Velocity,2007,0,714.29999,1.66,12.5,1.11,3108.3774,9.78,Msini,0.21,,,,G5 IV/V,4545,19.17,2.12,2.043,925.214,1.05402
72,BD-17 63 b,BD-17 63,b,1,1,Radial Velocity,2008,0,655.6,1.34,12.8,1.15,1620.9,5.1,Msini,0.54,,,,K5 V,4714,0.69,0.74,-0.678,34.4603,28.9903
73,CD Cet b,CD Cet,b,1,1,Radial Velocity,2020,0,2.2907,0.0185,1.82,0.162,3.95,0.01243,Msini,,8.6,464,87.48,M5.0 V,3130,0.17,0.16,-2.533,8.60715,116.154
74,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,1,1,Imaging,2011,0,10037.5,2.6,12.4,1.11,3337.1,10.5,Mass,,,370,,,580.5,,0.02,,23.1,43.3
75,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,b,1,1,Imaging,2021,0,8040000,200,20.849,1.86,2479.06157,7.8,Mass,,,1800,,M9-L1,2320,0.24,0.01,-2.85,,
76,CHXR 73 b,CHXR 73,b,1,1,Imaging,2006,0,,210,12.3,1.1,3994.486,12.569,Mass,,,,,M3.5,3099,,0.35,,190.374,5.23435
77,CI Tau b,CI Tau,b,1,1,Radial Velocity,2019,0,8.9891,,12.4,1.11,3686.828,11.6,Mass,0.25,,,50.5,K7,3807,1.88,0.9,-0.108,157.998,6.30079
78,COCONUTS-2 b,COCONUTS-2 A,b,1,1,Imaging,2021,0,402000000,7506,12.442,1.11,2002.31896,6.3,Mass,,,434,,M3 V,3406,0.39,0.37,-1.732,10.8864,91.8291
79,CT Cha b,CT Cha,b,1,1,Imaging,2007,0,,440,24.66,2.2,5403,17,Mass,,,2600,,K5e,4403,1.68,,-0.102,190.72,5.21444
80,CoRoT-1 b,CoRoT-1,b,1,1,Transit,2008,0,1.5089557,0.02752,16.7,1.49,327.35,1.03,Mass,0,,1898,85.1,G0 V,5950,1.11,0.95,0.298,787.909,1.24176
81,CoRoT-10 b,CoRoT-10,b,1,1,Transit,2010,0,13.2406,0.1055,10.87,0.97,874,2.75,Mass,0.53,,600,88.55,K1 V,5075,0.79,0.89,-0.726,338.386,2.92694
82,CoRoT-11 b,CoRoT-11,b,1,1,Transit,2010,0,2.99433,0.0436,16.03,1.43,740.51,2.33,Mass,0,,1657,83.17,F6 V,6440,1.37,1.27,0.378,655.037,1.50071
83,CoRoT-12 b,CoRoT-12,b,1,1,Transit,2010,0,2.828042,0.04016,16.14,1.44,291.438,0.917,Mass,0.07,,1442,85.48,,5675,1.12,1.08,0.07,1126.37,0.861234
84,CoRoT-13 b,CoRoT-13,b,1,1,Transit,2010,0,4.03519,0.051,9.92,0.885,415.704,1.308,Mass,0,,1700,88.02,G0 V,5945,1.01,1.09,0.073,1148.93,0.843947
85,CoRoT-14 b,CoRoT-14,b,1,1,Transit,2010,0,1.51214,0.027,12.22,1.09,2415.4,7.6,Mass,0,,1952,79.6,F9 V,6035,1.21,1.13,0.119,1744.6,0.547358
86,CoRoT-16 b,CoRoT-16,b,1,1,Transit,2011,0,5.35227,0.0618,13.11,1.17,170.032,0.535,Mass,0.33,,,85.01,G5 V,5650,1.19,1.1,-0.435,732.409,1.34056
87,CoRoT-17 b,CoRoT-17,b,1,1,Transit,2011,0,3.7681,0.0461,11.43,1.02,772.29,2.43,Mass,0,,1626,88.34,G2 V,5740,1.59,1.04,0.134,1176.12,0.82338
88,CoRoT-18 b,CoRoT-18,b,1,1,Transit,2011,0,1.9000693,0.0295,14.68,1.31,1102.82,3.47,Mass,0.08,,1550,86.5,G9 V,5440,1,0.95,-0.17,764.889,1.28063
89,CoRoT-19 b,CoRoT-19,b,1,1,Transit,2011,0,3.89713,0.0518,14.46,1.29,352.78,1.11,Mass,0.047,,2000,88,F9 V,6090,1.65,1.21,0.544,790.663,1.23764
90,CoRoT-2 b,CoRoT-2,b,2,1,Transit,2008,0,1.7429935,0.02798,16.432,1.466,1102.82,3.47,Mass,0.0143,,1521,88.08,,5625,0.91,0.96,-0.131,213.283,4.66076
91,CoRoT-20 b,CoRoT-20,b,1,2,Transit,2011,0,9.24285,0.09,9.416,0.84,1366.669,4.3,Mass,0.59,,1024,88.21,G2 V,5880,1.02,1.14,0.17,844.061,1.15699
92,CoRoT-20 c,CoRoT-20,c,1,2,Radial Velocity,2018,0,1675,2.9,12.2,1.09,5403.11,17,Msini,0.6,,,,G2 V,4947.5,1.37,1.14,0.006,844.061,1.15699
93,CoRoT-21 b,CoRoT-21,b,1,1,Transit,2012,0,2.72474,0.0417,14.572,1.3,718.2958,2.26,Mass,0,,,86.8,F8 IV,6200,1.95,1.29,0.705,1398.834197,0.714881
94,CoRoT-22 b,CoRoT-22,b,1,1,Transit,2014,0,9.75598,0.092,4.88,0.435,12.2,0.038,Mass,0.077,,885,89.749,G3 V,5939,1.14,1.1,0.014,627.158,1.56624
95,CoRoT-23 b,CoRoT-23,b,1,1,Transit,2011,0,3.6313,0.048,11.77,1.05,889.9,2.8,Mass,0.16,,1660,85.7,G0 V,5900,1.61,1.14,0.087,1060.97,0.91542
96,CoRoT-24 b,CoRoT-24,b,1,2,Transit,2014,0,5.1134,0.056,3.7,0.33,5.7,0.018,Mass,0,,1070,86.5,K1 V,4950,0.86,0.91,-0.601,591.555,1.66329
97,CoRoT-24 c,CoRoT-24,c,1,2,Transit,2014,0,11.759,0.098,5,0.44,28,0.088,Mass,0,,850,89,K1 V,4950,0.86,0.91,-0.601,591.555,1.66329
98,CoRoT-25 b,CoRoT-25,b,1,1,Transit,2013,0,4.86069,0.0578,12.11,1.08,85.81,0.27,Mass,0,,1330,84.5,F9,6040,1.19,1.09,0.141,1103.48,0.878853
99,CoRoT-26 b,CoRoT-26,b,1,1,Transit,2013,0,4.20474,0.0526,14.12,1.26,165.26,0.52,Mass,0,,1600,86.8,G5,5590,1.79,1.09,0.451,1045.18,
100,CoRoT-27 b,CoRoT-27,b,1,1,Transit,2014,0,3.57532,0.0476,11.287,1.007,3302.11,10.39,Mass,0.065,,1500,86.7,G2,5900,1.08,1.05,-0.166,1010.28,0.96604
101,CoRoT-28 b,CoRoT-28,b,1,1,Transit,2015,0,5.20851,0.0603,10.705,0.955,153.82972,0.484,Mass,0.047,,,88.1,G8/9 IV,5150,1.78,1.01,0.388,766.183,1.27685
102,CoRoT-29 b,CoRoT-29,b,1,1,Transit,2015,0,2.85057,0.0386,10.088,0.9,270.1555,0.85,Mass,0.082,,,87.3,K0 V,5260,0.9,0.97,-0.094,806.507,1.21562
103,CoRoT-3 b,CoRoT-3,b,1,1,Transit,2008,0,4.2568,0.05783,11.32,1.01,6883.91,21.66,Mass,0,,1695,85.9,F3 V,6740,1.56,1.37,0.391,768.771,1.27472
104,CoRoT-30 b,CoRoT-30,b,1,1,Transit,2020,0,9.06005,0.0844,11.31,1.009,921.707,2.9,Mass,0.007,,,90,G3 V,5650,0.91,0.98,-0.197,1032.23,0.942447
105,CoRoT-31 b,CoRoT-31,b,1,1,Transit,2020,0,4.62941,0.0586,16.365,1.46,266.9772,0.84,Mass,0.02,,,83.2,G2 IV,5700,2.15,1.25,0.398,2005.76,0.470026
106,CoRoT-4 b,CoRoT-4,b,1,1,Transit,2008,0,9.20205,0.09,13.34,1.19,228.83,0.72,Mass,0,,1074,90,,6190,1.17,1.16,0.185,726.412,1.34844
107,CoRoT-5 b,CoRoT-5,b,1,1,Transit,2009,0,4.0378962,0.04947,15.558,1.388,148.42,0.467,Mass,0.09,,1438,85.83,F9 V,6100,1.19,1,0.18,882.472,1.1054
108,CoRoT-6 b,CoRoT-6,b,1,1,Transit,2009,0,8.886593,0.0855,13.068,1.166,940.74,2.96,Mass,0.1,,1017,89.07,F9 V,6090,1.02,1.05,0.026,645.294,1.52152
109,CoRoT-7 b,CoRoT-7,b,1,2,Transit,2009,0,0.85359163,0.017016,1.681,0.15,4.07661,0.01283,Mass,0,,1756,80.1,G9 V,5275,0.83,0.82,-0.289,159.906,6.22504
110,CoRoT-7 c,CoRoT-7,c,1,2,Radial Velocity,2009,0,3.698,0.046,2.83,0.253,8.4,0.02643,Mass,0,,,80,G9 V,5256,0.86,0.9,-0.289,159.906,6.22504
111,CoRoT-8 b,CoRoT-8,b,1,1,Transit,2010,0,6.21229,0.063,6.39,0.57,69.92,0.22,Mass,0,,870,88.4,K1 V,5080,0.77,0.88,-0.4,322.037,3.07662
112,CoRoT-9 b,CoRoT-9,b,2,1,Transit,2009,0,95.272656,0.4021,11.949,1.066,266.9772,0.84,Mass,0.133,,420,89.9,G3 V,5625,0.96,0.96,-0.254,412.98,2.39295
113,CoRoTID 223977153 b,CoRoTID 223977153,b,1,1,Transit,2017,0,6.71837,0.071,6.389,0.57,47.6745,0.15,Mass,,132.26,938,89,G0 VI,5970,0.79,1.08,-0.155,576.683,1.70589
114,DE CVn b,DE CVn,b,2,1,Eclipse Timing Variations,2018,0,4098.1,5.75,12.4,1.1,3823.2733,12.0293,Msin(i)/sin(i),0,,,86,,3579,0.42,0.51,-1.574,30.5225,32.7338
115,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,1,1,Astrometry,2013,0,246.36,0.36,11.9,1.06,9057.77,28.5,Mass,0.345,,,56.6,L1.5,,,0.07,,20.77,48.16
116,DH Tau b,DH Tau,b,1,1,Imaging,2004,0,,330,30.264,2.7,3496,11,Mass,,,2200,,M0.5,4371,0.27,0.33,-0.212,134.846,7.38799
117,DMPP-1 b,DMPP-1,b,1,4,Radial Velocity,2019,0,18.57,0.1462,5.29,0.472,24.27,0.07636,Msini,0.083,,877,,F8 V,6196,1.26,1.21,0.32,62.5388,15.9613
118,DMPP-1 c,DMPP-1,c,1,4,Radial Velocity,2019,0,6.584,0.0733,3.06,0.273,9.6,0.0302,Msini,0.057,,1239,,F8 V,6196,1.26,1.21,0.32,62.5388,15.9613
119,DMPP-1 d,DMPP-1,d,1,4,Radial Velocity,2019,0,2.882,0.0422,1.65,0.147,3.35,0.01054,Msini,0.07,,1632,,F8 V,6196,1.26,1.21,0.32,62.5388,15.9613
120,DMPP-1 e,DMPP-1,e,1,4,Radial Velocity,2019,0,5.516,0.0651,1.86,0.166,4.13,0.01299,Msini,0.07,,1314,,F8 V,6196,1.26,1.21,0.32,62.5388,15.9613
121,DMPP-2 b,DMPP-2,b,1,1,Radial Velocity,2019,0,5.2072,0.0664,14.3,1.28,138.89171,0.437,Msini,0.078,,1000,,F5 V,6500,1.78,1.44,0.104,137.94,7.22084
122,DMPP-3 A b,DMPP-3 A,b,2,1,Radial Velocity,2019,0,6.6732,0.0662,1.41,0.126,2.58,0.00812,Msini,0.14,,854,,K0 V,5138,0.91,0.87,-0.293,45.23,22.11
123,DP Leo b,DP Leo,b,2,1,Eclipse Timing Variations,2009,0,10220,8.19,12.7,1.14,1995.88832,6.28,Mass,0.39,,,,,13500,0.01,0.69,-2.4,305.684,3.27807
124,DS Tuc A b,DS Tuc A,b,2,1,Transit,2019,0,8.138268,,5.7,0.509,413.179,1.3,Mass,0,145.1,850,89.5,G6 V,5428,0.96,1.01,-0.14,44.0622,22.6663
125,EPIC 201170410.02,EPIC 201170410,b,1,1,Transit,2020,0,6.7987,0.0349,1.047,0.093,1.15,0.0036,M-R relationship,0,,,89.002,,3648,0.28,0.29,-1.9,134,
126,EPIC 201238110 b,EPIC 201238110,b,1,1,Transit,2019,0,28.1656,,1.87,0.167,4.16,0.0131,M-R relationship,,,,,,3587,0.37,0.41,-1.508,159.259,6.25088
127,EPIC 201427007 b,EPIC 201427007,b,1,1,Transit,2021,0,0.72091,,1.5,0.134,2.86,0.00899,M-R relationship,,,,88.5,,5633,0.94,0.93,-0.049,706.391,1.38704
128,EPIC 201497682 b,EPIC 201497682,b,1,1,Transit,2019,0,2.13174,,0.692,0.062,0.26,0.00082,M-R relationship,,,,,,4991,0.55,0.78,-0.766,253.026,3.92339
129,EPIC 201595106 b,EPIC 201595106,b,1,1,Transit,2021,0,0.877214,,1.3,0.116,2.24,0.00705,M-R relationship,,,1874,89.2,,5820,0.93,1.02,-0.026,232.1,4.28034
130,EPIC 201615463 c,K2-166,c,1,2,Transit,2019,0,3.80464,,1.22,0.109,1.98,0.00624,M-R relationship,,,,,,5942.5,1.6,1.07,0.458,476.882,2.06877
131,EPIC 201754305 d,K2-16,d,1,3,Transit,2019,0,2.71578,,1.03,0.092,1.08,0.0034,M-R relationship,,,,,K3 V,4761,0.54,0.67,-0.761,334.967,2.95691
132,EPIC 201757695.02,EPIC 201757695,b,1,1,Transit,2020,0,2.0478,0.0296,0.908,0.081,0.688,0.00217,M-R relationship,0,,,89.276,,4520,0.66,0.73,-0.364,577.6,
133,EPIC 201833600 c,K2-50,c,1,2,Transit,2019,0,3.96151,,1,0.089,0.972,0.00306,M-R relationship,,,,,,4292.67,0.63,0.61,-0.874,257.443,3.85616
134,EPIC 201841433 b,EPIC 201841433,b,1,1,Transit,2019,0,4.1698,0.035,1.04,0.093,1.12,0.00352,M-R relationship,,,,89.001,,5053,0.63,0.8,-0.635,436.488,2.26274
135,EPIC 205950854 c,K2-168,c,1,2,Transit,2019,0,8.050722,,1.31,0.117,2.27,0.00714,M-R relationship,,,961,89.81,,5502.7,0.83,0.88,-0.176,243.935,4.07235
